"GEO_ID","id"
"S0501_C02_046E","Estimate!!Native!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0501_C02_046M","Margin of Error!!Native!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0501_C02_047E","Estimate!!Native!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0501_C02_047M","Margin of Error!!Native!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0501_C02_048E","Estimate!!Native!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0501_C02_048M","Margin of Error!!Native!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0501_C02_049E","Estimate!!Native!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0501_C02_049M","Margin of Error!!Native!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0501_C02_050E","Estimate!!Native!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0501_C02_050M","Margin of Error!!Native!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0501_C02_051E","Estimate!!Native!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0501_C02_051M","Margin of Error!!Native!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0501_C02_052E","Estimate!!Native!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0501_C02_052M","Margin of Error!!Native!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0501_C02_053E","Estimate!!Native!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0501_C02_053M","Margin of Error!!Native!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0501_C02_054E","Estimate!!Native!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0501_C02_054M","Margin of Error!!Native!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0501_C02_055E","Estimate!!Native!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0501_C02_055M","Margin of Error!!Native!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0501_C02_056E","Estimate!!Native!!Civilian employed population 16 years and over"
"S0501_C02_056M","Margin of Error!!Native!!Civilian employed population 16 years and over"
"S0501_C02_057E","Estimate!!Native!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0501_C02_057M","Margin of Error!!Native!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0501_C02_058E","Estimate!!Native!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0501_C02_058M","Margin of Error!!Native!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0501_C02_059E","Estimate!!Native!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0501_C02_059M","Margin of Error!!Native!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0501_C02_060E","Estimate!!Native!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0501_C02_060M","Margin of Error!!Native!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0501_C02_061E","Estimate!!Native!!Civilian employed population 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
"S0501_C02_061M","Margin of Error!!Native!!Civilian employed population 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
"S0501_C02_062E","Estimate!!Native!!Civilian employed population 16 years and over!!OCCUPATION!!Service occupations"
"S0501_C02_062M","Margin of Error!!Native!!Civilian employed population 16 years and over!!OCCUPATION!!Service occupations"
"S0501_C02_063E","Estimate!!Native!!Civilian employed population 16 years and over!!OCCUPATION!!Sales and office occupations"
"S0501_C02_063M","Margin of Error!!Native!!Civilian employed population 16 years and over!!OCCUPATION!!Sales and office occupations"
"S0501_C02_064E","Estimate!!Native!!Civilian employed population 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0501_C02_064M","Margin of Error!!Native!!Civilian employed population 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0501_C02_065E","Estimate!!Native!!Civilian employed population 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0501_C02_065M","Margin of Error!!Native!!Civilian employed population 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0501_C02_066E","Estimate!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0501_C02_066M","Margin of Error!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0501_C02_067E","Estimate!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Construction"
"S0501_C02_067M","Margin of Error!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Construction"
"S0501_C02_068E","Estimate!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Manufacturing"
"S0501_C02_068M","Margin of Error!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Manufacturing"
"S0501_C02_069E","Estimate!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Wholesale trade"
"S0501_C02_069M","Margin of Error!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Wholesale trade"
"S0501_C02_070E","Estimate!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Retail trade"
"S0501_C02_070M","Margin of Error!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Retail trade"
"S0501_C02_071E","Estimate!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0501_C02_071M","Margin of Error!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0501_C02_072E","Estimate!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Information"
"S0501_C02_072M","Margin of Error!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Information"
"S0501_C02_073E","Estimate!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0501_C02_073M","Margin of Error!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0501_C02_074E","Estimate!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0501_C02_074M","Margin of Error!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0501_C02_075E","Estimate!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance"
"S0501_C02_075M","Margin of Error!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance"
"S0501_C02_076E","Estimate!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0501_C02_076M","Margin of Error!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0501_C02_077E","Estimate!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Other services (except public administration)"
"S0501_C02_077M","Margin of Error!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Other services (except public administration)"
"S0501_C02_078E","Estimate!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Public administration"
"S0501_C02_078M","Margin of Error!!Native!!Civilian employed population 16 years and over!!INDUSTRY!!Public administration"
"S0501_C02_079E","Estimate!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
"S0501_C02_079M","Margin of Error!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
"S0501_C02_080E","Estimate!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss"
"S0501_C02_080M","Margin of Error!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss"
"S0501_C02_081E","Estimate!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999"
"S0501_C02_081M","Margin of Error!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999"
"S0501_C02_082E","Estimate!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999"
"S0501_C02_082M","Margin of Error!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999"
"S0501_C02_083E","Estimate!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999"
"S0501_C02_083M","Margin of Error!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999"
"S0501_C02_084E","Estimate!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999"
"S0501_C02_084M","Margin of Error!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999"
"S0501_C02_085E","Estimate!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999"
"S0501_C02_085M","Margin of Error!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999"
"S0501_C02_086E","Estimate!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more"
"S0501_C02_086M","Margin of Error!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more"
"S0501_C02_087E","Estimate!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!Median earnings (dollars) for full-time, year-round workers:!!Male"
"S0501_C02_087M","Margin of Error!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!Median earnings (dollars) for full-time, year-round workers:!!Male"
"S0501_C02_088E","Estimate!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!Median earnings (dollars) for full-time, year-round workers:!!Female"
"S0501_C02_088M","Margin of Error!!Native!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!Median earnings (dollars) for full-time, year-round workers:!!Female"
"S0501_C02_089E","Estimate!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0501_C02_089M","Margin of Error!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0501_C02_090E","Estimate!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings"
"S0501_C02_090M","Margin of Error!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings"
"S0501_C02_091E","Estimate!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars)"
"S0501_C02_091M","Margin of Error!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars)"
"S0501_C02_092E","Estimate!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income"
"S0501_C02_092M","Margin of Error!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income"
"S0501_C02_093E","Estimate!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income!!Mean Social Security income (dollars)"
"S0501_C02_093M","Margin of Error!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income!!Mean Social Security income (dollars)"
"S0501_C02_094E","Estimate!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income"
"S0501_C02_094M","Margin of Error!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income"
"S0501_C02_095E","Estimate!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars)"
"S0501_C02_095M","Margin of Error!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars)"
"S0501_C02_096E","Estimate!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income"
"S0501_C02_096M","Margin of Error!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income"
"S0501_C02_097E","Estimate!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income!!Mean cash public assistance income (dollars)"
"S0501_C02_097M","Margin of Error!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income!!Mean cash public assistance income (dollars)"
"S0501_C02_098E","Estimate!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income"
"S0501_C02_098M","Margin of Error!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income"
"S0501_C02_099E","Estimate!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income!!Mean retirement income (dollars)"
"S0501_C02_099M","Margin of Error!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income!!Mean retirement income (dollars)"
"S0501_C02_100E","Estimate!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Food Stamp/SNAP benefits"
"S0501_C02_100M","Margin of Error!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Food Stamp/SNAP benefits"
"S0501_C02_101E","Estimate!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!Median Household income (dollars)"
"S0501_C02_101M","Margin of Error!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!Median Household income (dollars)"
"S0501_C02_102E","Estimate!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!Average number of workers per household"
"S0501_C02_102M","Margin of Error!!Native!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!Average number of workers per household"
"S0501_C02_103E","Estimate!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined"
"S0501_C02_103M","Margin of Error!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined"
"S0501_C02_104E","Estimate!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0501_C02_104M","Margin of Error!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0501_C02_105E","Estimate!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 199 percent of the poverty level"
"S0501_C02_105M","Margin of Error!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 199 percent of the poverty level"
"S0501_C02_106E","Estimate!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 200 percent of the poverty level"
"S0501_C02_106M","Margin of Error!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 200 percent of the poverty level"
"S0501_C02_107E","Estimate!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families"
"S0501_C02_107M","Margin of Error!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families"
"S0501_C02_108E","Estimate!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 18 years"
"S0501_C02_108M","Margin of Error!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 18 years"
"S0501_C02_109E","Estimate!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 5 years only"
"S0501_C02_109M","Margin of Error!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 5 years only"
"S0501_C02_110E","Estimate!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family"
"S0501_C02_110M","Margin of Error!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family"
"S0501_C02_111E","Estimate!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 18 years"
"S0501_C02_111M","Margin of Error!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 18 years"
"S0501_C02_112E","Estimate!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 5 years only"
"S0501_C02_112M","Margin of Error!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 5 years only"
"S0501_C02_113E","Estimate!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family"
"S0501_C02_113M","Margin of Error!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family"
"S0501_C02_114E","Estimate!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family!!With related children of the householder under 18 years"
"S0501_C02_114M","Margin of Error!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family!!With related children of the householder under 18 years"
"S0501_C02_115E","Estimate!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family!!With related children of the householder under 5 years only"
"S0501_C02_115M","Margin of Error!!Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family!!With related children of the householder under 5 years only"
"S0501_C02_116E","Estimate!!Native!!Occupied housing units"
"S0501_C02_116M","Margin of Error!!Native!!Occupied housing units"
"S0501_C02_117E","Estimate!!Native!!Occupied housing units!!HOUSING TENURE!!Owner-occupied housing units"
"S0501_C02_117M","Margin of Error!!Native!!Occupied housing units!!HOUSING TENURE!!Owner-occupied housing units"
"S0501_C02_118E","Estimate!!Native!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units"
"S0501_C02_118M","Margin of Error!!Native!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units"
"S0501_C02_119E","Estimate!!Native!!Occupied housing units!!HOUSING TENURE!!Average household size of owner-occupied unit"
"S0501_C02_119M","Margin of Error!!Native!!Occupied housing units!!HOUSING TENURE!!Average household size of owner-occupied unit"
"S0501_C02_120E","Estimate!!Native!!Occupied housing units!!HOUSING TENURE!!Average household size of renter-occupied unit"
"S0501_C02_120M","Margin of Error!!Native!!Occupied housing units!!HOUSING TENURE!!Average household size of renter-occupied unit"
"S0501_C02_121E","Estimate!!Native!!Occupied housing units!!ROOMS!!1 room"
"S0501_C02_121M","Margin of Error!!Native!!Occupied housing units!!ROOMS!!1 room"
"S0501_C02_122E","Estimate!!Native!!Occupied housing units!!ROOMS!!2 or 3 rooms"
"S0501_C02_122M","Margin of Error!!Native!!Occupied housing units!!ROOMS!!2 or 3 rooms"
"S0501_C02_123E","Estimate!!Native!!Occupied housing units!!ROOMS!!4 or 5 rooms"
"S0501_C02_123M","Margin of Error!!Native!!Occupied housing units!!ROOMS!!4 or 5 rooms"
"S0501_C02_124E","Estimate!!Native!!Occupied housing units!!ROOMS!!6 or 7 rooms"
"S0501_C02_124M","Margin of Error!!Native!!Occupied housing units!!ROOMS!!6 or 7 rooms"
"S0501_C02_125E","Estimate!!Native!!Occupied housing units!!ROOMS!!8 or more rooms"
"S0501_C02_125M","Margin of Error!!Native!!Occupied housing units!!ROOMS!!8 or more rooms"
"S0501_C02_126E","Estimate!!Native!!Occupied housing units!!Median number of rooms"
"S0501_C02_126M","Margin of Error!!Native!!Occupied housing units!!Median number of rooms"
"S0501_C02_127E","Estimate!!Native!!Occupied housing units!!1.01 or more occupants per room"
"S0501_C02_127M","Margin of Error!!Native!!Occupied housing units!!1.01 or more occupants per room"
"S0501_C02_128E","Estimate!!Native!!Occupied housing units!!VEHICLES AVAILABLE!!None"
"S0501_C02_128M","Margin of Error!!Native!!Occupied housing units!!VEHICLES AVAILABLE!!None"
"S0501_C02_129E","Estimate!!Native!!Occupied housing units!!VEHICLES AVAILABLE!!1 or more"
"S0501_C02_129M","Margin of Error!!Native!!Occupied housing units!!VEHICLES AVAILABLE!!1 or more"
"S0501_C02_130E","Estimate!!Native!!Occupied housing units!!SELECTED CHARACTERISTICS!!No telephone service available"
"S0501_C02_130M","Margin of Error!!Native!!Occupied housing units!!SELECTED CHARACTERISTICS!!No telephone service available"
"S0501_C02_131E","Estimate!!Native!!Occupied housing units!!SELECTED CHARACTERISTICS!!Limited English Speaking Households"
"S0501_C02_131M","Margin of Error!!Native!!Occupied housing units!!SELECTED CHARACTERISTICS!!Limited English Speaking Households"
"S0501_C02_132E","Estimate!!Native!!Owner-occupied housing units"
"S0501_C02_132M","Margin of Error!!Native!!Owner-occupied housing units"
"S0501_C02_133E","Estimate!!Native!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent"
"S0501_C02_133M","Margin of Error!!Native!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent"
"S0501_C02_134E","Estimate!!Native!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more"
"S0501_C02_134M","Margin of Error!!Native!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more"
"S0501_C02_135E","Estimate!!Native!!Renter-occupied housing units"
"S0501_C02_135M","Margin of Error!!Native!!Renter-occupied housing units"
"S0501_C02_136E","Estimate!!Native!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent"
"S0501_C02_136M","Margin of Error!!Native!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent"
"S0501_C02_137E","Estimate!!Native!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more"
